study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	instrument_model	library_source	library_selection	first_public	study_alias	fastq_md5	fastq_ftp	submitted_ftp	sample_title
PRJEB3365	SAMEA1573537	ERS185369	ERX162525	ERR187550	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	e297690bd337d3525190d841427aab9b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187550/ERR187550.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18505.3.MI_120120_5_1.fastq.gz	NA18505
PRJEB3365	SAMEA1573541	ERS185328	ERX162484	ERR187551	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	3051bc3c9c0ea8a0c0e2cbe1ec2f95fe	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187551/ERR187551.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00278.1.MI_120104_2_1.fastq.gz	HG00278
PRJEB3365	SAMEA1573380	ERS185393	ERX162549	ERR187552	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	b63496862ea8076baaab6616955bdcf3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187552/ERR187552.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00380.3.MI_120120_2_1.fastq.gz	HG00380
PRJEB3365	SAMEA1573202	ERS185139	ERX162295	ERR187553	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	58f480cd96013e75b2571938ad7e7756	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187553/ERR187553.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00320.1.MI_120104_2_1.fastq.gz	HG00320
PRJEB3365	SAMEA1573167	ERS185146	ERX162302	ERR187554	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	fc525d8475693a69f065295ccb55f350	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187554/ERR187554.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00306.1.MI_120104_4_1.fastq.gz	HG00306
PRJEB3365	SAMEA1573455	ERS185461	ERX162617	ERR187555	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	9500c0530416b6cbb7904274055e7d25	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187555/ERR187555.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12874.3.MI_120120_1_1.fastq.gz	NA12874
PRJEB3365	SAMEA1573413	ERS185067	ERX162223	ERR187556	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	262856bb8d46d96270d0f01b761549d8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187556/ERR187556.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA10851.4.MI_120208_5_1.fastq.gz	NA10851
PRJEB3365	SAMEA1573529	ERS185467	ERX162623	ERR187557	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	73ad1817005b4af8d7a679db52ad762f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187557/ERR187557.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00275.4.MI_120524_3_1.fastq.gz	HG00275
PRJEB3365	SAMEA1573374	ERS185403	ERX162559	ERR187558	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	602014ae19b28d567ace0d1a1f2ecfbb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187558/ERR187558.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00126.1.MI_120104_1_1.fastq.gz	HG00126
PRJEB3365	SAMEA1573509	ERS185278	ERX162434	ERR187559	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	95cced1f5fa78825a45f942339aaa1ee	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187559/ERR187559.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20800.1.MI_120104_1_1.fastq.gz	NA20800
PRJEB3365	SAMEA1573505	ERS185076	ERX162232	ERR187560	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	248130a742f4a4df7f5c8f935700973f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187560/ERR187560.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00373.2.MI_120126_1_1.fastq.gz	HG00373
PRJEB3365	SAMEA1573180	ERS185132	ERX162288	ERR187561	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	b38e7d2a11f351b6aaaed49c36df2ae7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187561/ERR187561.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20804.4.MI_120524_3_1.fastq.gz	NA20804
PRJEB3365	SAMEA1573307	ERS185167	ERX162323	ERR187562	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	769920b841832df54ce97b9abd097644	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187562/ERR187562.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20519.1.MI_120104_4_1.fastq.gz	NA20519
PRJEB3365	SAMEA1573082	ERS185187	ERX162343	ERR187563	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	f0258a98f4e57cde37eb26f34f58dacb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187563/ERR187563.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00327.3.MI_120120_4_1.fastq.gz	HG00327
PRJEB3365	SAMEA1573087	ERS185388	ERX162544	ERR187564	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	268c92aa800e30ac06109fcf94e3f84c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187564/ERR187564.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20798.6.MI_120217_2_1.fastq.gz	NA20798
PRJEB3365	SAMEA1573263	ERS185385	ERX162541	ERR187565	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	82f1d7267a94540b12860476ce0c7800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187565/ERR187565.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00381.3.MI_120120_1_1.fastq.gz	HG00381
PRJEB3365	SAMEA1573337	ERS185211	ERX162367	ERR187566	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	47d3765f8459628acc19213f7986a99b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187566/ERR187566.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18933.1.MI_120104_2_1.fastq.gz	NA18933
PRJEB3365	SAMEA1573181	ERS185147	ERX162303	ERR187567	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	e732661f6095da900a8c707fb40801bb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187567/ERR187567.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12489.1.MI_120104_4_1.fastq.gz	NA12489
PRJEB3365	SAMEA1573539	ERS185398	ERX162554	ERR187568	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	8635f1ab35d98912bd3e2711e4074ff0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187568/ERR187568.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00179.1.MI_120104_1_1.fastq.gz	HG00179
PRJEB3365	SAMEA1573324	ERS185166	ERX162322	ERR187569	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	d1b9b62595b783a5fea5e98d6311085d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187569/ERR187569.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19144.4.MI_120208_5_1.fastq.gz	NA19144
PRJEB3365	SAMEA1573083	ERS185130	ERX162286	ERR187570	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	c46afc3eb8f359589a1b853d26034c2c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187570/ERR187570.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00383.1.MI_120104_1_1.fastq.gz	HG00383
PRJEB3365	SAMEA1573240	ERS185198	ERX162354	ERR187571	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	cb9eb78b0803730cd1e10e3ca101d5e4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187571/ERR187571.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00350.3.MI_120120_3_1.fastq.gz	HG00350
PRJEB3365	SAMEA1573355	ERS185441	ERX162597	ERR187572	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	087d5a2020ab95dabce0a9b13ab9bfdd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187572/ERR187572.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00309.7.MI_120224_3_1.fastq.gz	HG00309
PRJEB3365	SAMEA1573399	ERS185376	ERX162532	ERR187573	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	a847e2ee07097bb5b2fc0fa363c5c640	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187573/ERR187573.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00154.5.MI_120327_7_1.fastq.gz	HG00154
PRJEB3365	SAMEA1573304	ERS185213	ERX162369	ERR187574	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	8d4cfa94ca08bb894c9235ba696f3f59	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187574/ERR187574.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00313.2.MI_120126_7_1.fastq.gz	HG00313
PRJEB3365	SAMEA1573359	ERS185164	ERX162320	ERR187575	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	f8ffec6b2a4885a1bb6f0b7c9d015434	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187575/ERR187575.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20816.3.MI_120120_5_1.fastq.gz	NA20816
PRJEB3365	SAMEA1573442	ERS185472	ERX162628	ERR187576	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	f84b9fce1d81e3d7cbbed1f03de4a035	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187576/ERR187576.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00257.4.MI_120524_1_1.fastq.gz	HG00257
PRJEB3365	SAMEA1573468	ERS185073	ERX162229	ERR187577	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	70b71a9c8168ed61fabbc3f1f3fa3162	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187577/ERR187577.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19172.6.MI_120217_1_1.fastq.gz	NA19172
PRJEB3365	SAMEA1573225	ERS185104	ERX162260	ERR187578	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	653310a9371a0ca82e208fc06efd11f1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187578/ERR187578.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00342.1.MI_120104_2_1.fastq.gz	HG00342
PRJEB3365	SAMEA1573538	ERS185140	ERX162296	ERR187579	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	99dad8ec0c404bdadc9bc78431134eeb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187579/ERR187579.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00107.1.MI_120104_1_1.fastq.gz	HG00107
PRJEB3365	SAMEA1573392	ERS185416	ERX162572	ERR187580	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	65249be5062c4ea755505a61eefd4ea2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187580/ERR187580.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12399.7.MI_120224_2_1.fastq.gz	NA12399
PRJEB3365	SAMEA1573382	ERS185297	ERX162453	ERR187581	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	e3859c6a6fcee08ba8587578033ffa3e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187581/ERR187581.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00365.7.MI_120224_3_1.fastq.gz	HG00365
PRJEB3365	SAMEA1573094	ERS185427	ERX162583	ERR187582	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	d6c47e1d4d5ab568482ce896abde1382	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187582/ERR187582.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20810.2.MI_120126_1_1.fastq.gz	NA20810
PRJEB3365	SAMEA1573388	ERS185161	ERX162317	ERR187583	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	82a08d8a44115d685f2d34152ac424e5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187583/ERR187583.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA20778.4.MI_120208_5_1.fastq.gz	NA20778
PRJEB3365	SAMEA1573270	ERS185040	ERX162196	ERR187584	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	ad2b41a1c1d38965a0b11d6e3e58c0ea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187584/ERR187584.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12348.3.MI_120120_5_1.fastq.gz	NA12348
PRJEB3365	SAMEA1573451	ERS185405	ERX162561	ERR187585	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	ed921327042e293facf10bc2006ef07a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187585/ERR187585.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00120.3.MI_120120_6_1.fastq.gz	HG00120
PRJEB3365	SAMEA1573086	ERS185092	ERX162248	ERR187586	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	e8c2393ddbc78f90da9ed5e19dc106d0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187586/ERR187586.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA11994.2.MI_120126_8_1.fastq.gz	NA11994
PRJEB3365	SAMEA1573322	ERS185372	ERX162528	ERR187587	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	222e8567701a9cbbe509996e682f059e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187587/ERR187587.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00253.5.MI_120327_7_1.fastq.gz	HG00253
PRJEB3365	SAMEA1573427	ERS185325	ERX162481	ERR187588	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	5b06ef2d6b416f55e301c299c0a691fb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187588/ERR187588.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19189.5.MI_120327_7_1.fastq.gz	NA19189
PRJEB3365	SAMEA1573310	ERS185065	ERX162221	ERR187589	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	992d5c9d21e97fb718b8e7102b5fcc1e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187589/ERR187589.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00180.1.MI_120104_1_1.fastq.gz	HG00180
PRJEB3365	SAMEA1573121	ERS185248	ERX162404	ERR187590	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	c0a5d4b302769d7b03b2e49f3079a5b0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187590/ERR187590.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12815.1.MI_120104_4_1.fastq.gz	NA12815
PRJEB3365	SAMEA1573242	ERS185043	ERX162199	ERR187591	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	a3dc2246f5946dd50111de5916337c89	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187591/ERR187591.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12154.5.MI_120327_3_1.fastq.gz	NA12154
PRJEB3365	SAMEA1573241	ERS185240	ERX162396	ERR187592	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	654299e0814b07543c654143b73328b5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187592/ERR187592.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA11881.1.MI_120104_1_1.fastq.gz	NA11881
PRJEB3365	SAMEA1573503	ERS185311	ERX162467	ERR187593	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	ffd71068c722326b1916fe19e23a63df	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187593/ERR187593.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12718.1.MI_120104_3_1.fastq.gz	NA12718
PRJEB3365	SAMEA1573101	ERS185265	ERX162421	ERR187594	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	7786795500f06be9613348880e365a7c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187594/ERR187594.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00331.7.MI_120224_3_1.fastq.gz	HG00331
PRJEB3365	SAMEA1573289	ERS185128	ERX162284	ERR187595	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	bf6fae87757d84ecdc3eed2472fedfa4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187595/ERR187595.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00099.5.MI_120327_3_1.fastq.gz	HG00099
PRJEB3365	SAMEA1573357	ERS185064	ERX162220	ERR187596	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	54183ce1a95308586ea80a4482d34d3d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187596/ERR187596.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19098.5.MI_120327_1_1.fastq.gz	NA19098
PRJEB3365	SAMEA1573265	ERS185191	ERX162347	ERR187597	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	48e5bf228efd0024c86eb9f0bacd309e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187597/ERR187597.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00111.2.MI_120126_2_1.fastq.gz	HG00111
PRJEB3365	SAMEA1573084	ERS185333	ERX162489	ERR187598	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	71625295d0ea927984784993ca815dab	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187598/ERR187598.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00149.1.MI_120104_3_1.fastq.gz	HG00149
PRJEB3365	SAMEA1573204	ERS185293	ERX162449	ERR187599	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	9c7ecbca5149e413c6bb419998aa4624	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187599/ERR187599.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12775.7.MI_120224_3_1.fastq.gz	NA12775
PRJEB3365	SAMEA1573271	ERS185055	ERX162211	ERR187600	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	1bef2bf1127efcc8b843e457fde8ecdb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187600/ERR187600.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18488.4.MI_120524_3_1.fastq.gz	NA18488
PRJEB3365	SAMEA1573227	ERS185445	ERX162601	ERR187601	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	068b502961c79e69c00e64bb43c32aeb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187601/ERR187601.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00323.1.MI_120104_1_1.fastq.gz	HG00323
PRJEB3365	SAMEA1573107	ERS185247	ERX162403	ERR187602	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	aa02f13b0f5b0d485f1d2f0449d0db9b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187602/ERR187602.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19225.6.MI_120217_2_1.fastq.gz	NA19225
PRJEB3365	SAMEA1573501	ERS185152	ERX162308	ERR187603	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	f369af529aff85961504fdb66e6e51f2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187603/ERR187603.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19138.3.MI_120120_2_1.fastq.gz	NA19138
PRJEB3365	SAMEA1573449	ERS185396	ERX162552	ERR187604	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	93eaf0f277aadd1b07641246ebd0c27d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187604/ERR187604.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA18510.3.MI_120120_1_1.fastq.gz	NA18510
PRJEB3365	SAMEA1573421	ERS185068	ERX162224	ERR187605	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	1832488a18950f9672c4bbad2af0af30	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187605/ERR187605.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA19210.4.MI_120208_5_1.fastq.gz	NA19210
PRJEB3365	SAMEA1573097	ERS185389	ERX162545	ERR187606	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	f2056fcd8caff5243c487eb91f07f886	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187606/ERR187606.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12842.6.MI_120217_2_1.fastq.gz	NA12842
PRJEB3365	SAMEA1573458	ERS185323	ERX162479	ERR187607	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	df8e73b701b02fc56f7479a2a418325d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187607/ERR187607.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12155.4.MI_120524_3_1.fastq.gz	NA12155
PRJEB3365	SAMEA1573438	ERS185157	ERX162313	ERR187608	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	31a775137a98ff63beb81cf582c6028e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187608/ERR187608.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00281.1.MI_120104_4_1.fastq.gz	HG00281
PRJEB3365	SAMEA1573490	ERS185075	ERX162231	ERR187609	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	44c9c5ca93de5a1c61e4404468230cc8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187609/ERR187609.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/NA12287.3.MI_120120_2_1.fastq.gz	NA12287
PRJEB3365	SAMEA1573493	ERS185033	ERX162189	ERR187610	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	0cd8a382c6eff8df53f3f1caa6b72408	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187610/ERR187610.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00135.3.MI_120120_2_1.fastq.gz	HG00135
PRJEB3365	SAMEA1573260	ERS185182	ERX162338	ERR187611	9606	Illumina HiSeq 2000	TRANSCRIPTOMIC	cDNA	2012-11-06	E-GEUV-2	29e3fc072f4f2878f53029094c3751e0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR187/ERR187611/ERR187611.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA169/ERA169754/fastq/HG00261.6.MI_120217_1_1.fastq.gz	HG00261
