id	nloci	ann	ERS185082	ERS185252	ERS185068	ERS185036	ERS185470	ERS185473	ERS185400	ERS185403	ERS185125	ERS185102
177	0	repeat miRNA gene|repeat::SINE;miRNA::hsa-miR-330-5p,hsa-miR-330-3p;gene::EML2,EML2,EML2,EML2,EML2,EML2,EML2,EML2,EML2,EML2,EML2,MIR330,EML2	234	205	314	154	148	120	56	91	118	153
178	0	ncrna gene|ncrna::ACA62;gene::SNORA50C	184	45	108	124	49	3	24	3	9	218
179	0	ncrna gene|ncrna::U56;gene::NOP56,NOP56,SNORD56,NOP56	65	87	191	0	6	3	0	0	0	9
180	0	ncrna gene|ncrna::HBII-95B;gene::SNORD11B,NOP58	615	385	666	87	112	100	63	124	57	92
181	0	ncrna gene|ncrna::HBII-82B;gene::SNORD111B,SF3B3	48	26	37	33	0	6	24	9	0	36
182	0	gene|gene::SNHG4,SNHG4,SNORA74D,MATR3,MATR3,MATR3	22	9	3	0	7	0	0	0	3	118
183	0	ncrna gene|ncrna::ACA7B;gene::RPL32P3,SNORA7B;ncrna::ACA7;gene::SNORA7A,RPL32,RPL32,RPL32	321	387	534	101	86	110	35	82	58	115
184	0	gene|gene::LOC100507412,RNA45SN5,RNA45SN1,RNA45SN4,RNA45SN2,RNA45SN3	215	81	71	83	129	19	62	35	20	262
185	0	|	0	53	84	0	0	0	0	0	0	0
186	0	repeat miRNA gene|repeat::SINE;miRNA::hsa-miR-345-5p;gene::MIR345	656	298	708	233	278	180	100	270	174	134
187	0	gene|gene::PLXNC1,PLXNC1	406	0	0	236	105	106	22	106	73	125
188	0	gene miRNA|gene::MIR210,MIR210HG;miRNA::hsa-miR-210-3p,hsa-miR-210-5p	4230	7924	5372	2483	2102	1500	316	1579	1556	3436
189	0	gene miRNA|gene::AKT2,AKT2,MIR641,AKT2;miRNA::hsa-miR-641	37	56	48	18	18	18	0	10	7	9
190	0	ncrna gene|ncrna::HBII-166;gene::SNORD67,CKAP5,CKAP5	40	26	18	6	13	8	0	13	0	52
191	0	gene|gene::RNA45SN1,RNA45SN4,RNA45SN2,RNA45SN3,LOC100507412,RNA45SN5;gene::RNA45SN1,RNA45SN4,RNA45SN2,RNA45SN3,LOC100507412,RNA45SN5	19	0	10	3	0	0	0	0	0	58
192	0	gene miRNA|gene::MIR4446,SIDT1,SIDT1,SIDT1,SIDT1,SIDT1,SIDT1,SIDT1,SIDT1,SIDT1,SIDT1,SIDT1,SIDT1,SIDT1,SIDT1,SIDT1;miRNA::hsa-miR-4446-3p	78	60	28	30	3	15	15	14	16	45
193	0	ncrna gene|ncrna::U106;gene::ZFAS1,ZFAS1,SNORD12C,ZFAS1,ZFAS1,ZFAS1	313	794	1235	90	90	57	41	42	32	153
194	0	repeat gene|repeat::LTR;gene::KLF12	86	5	7	3	5	3	4	17	23	10
195	0	repeat gene|repeat::scRNA;gene::KCNK13	15	219	633	0	0	0	0	0	0	0
196	0	gene|gene::VTRNA2-1	2544	843	1975	1243	659	522	279	736	306	2342
197	0	ncrna gene|ncrna::U94;gene::SNORD94,PTCD3	88	140	118	35	8	8	0	23	5	38
198	0	repeat miRNA gene|repeat::Simple_repeat;miRNA::hsa-miR-598-3p;gene::MIR598,XKR6	80	99	116	35	14	27	36	51	15	80
199	0	ncrna gene|ncrna::mgU6-77;gene::EIF4A1,EIF4A1,SNORD10,SENP3-EIF4A1	619	2416	2481	181	159	130	50	210	142	64
200	0	gene miRNA|gene::MIR128-1,R3HDM1,R3HDM1,R3HDM1,R3HDM1,R3HDM1,R3HDM1;miRNA::hsa-miR-128-3p,hsa-miR-128-1-5p	3049	1010	1956	889	537	341	388	462	375	922
201	0	ncrna gene|ncrna::HBII-99;gene::ZFAS1,ZFAS1,SNORD12,ZFAS1,ZFAS1,ZFAS1	950	1184	1593	229	254	203	165	164	153	553
202	0	repeat gene|repeat::snRNA;gene::HSPA8,HSPA8	19	209	335	4	4	0	7	3	8	19
203	0	gene miRNA|gene::MIR324,ACADVL,ACADVL,ACADVL,ACADVL;miRNA::hsa-miR-324-5p,hsa-miR-324-3p	250	299	339	78	47	58	21	66	62	116
204	0	ncrna gene|ncrna::U45C;gene::RABGGTB,SNORD45C,RABGGTB;ncrna::U45A;gene::RABGGTB,SNORD45A,RABGGTB	4536	8961	14131	1882	811	914	1519	658	599	3802
205	0	|	90	65	8	23	12	11	0	0	8	207
206	0	gene miRNA|gene::MIR16-2,SMC4,SMC4,SMC4,TRIM59-IFT80,TRIM59-IFT80,TRIM59-IFT80;miRNA::hsa-miR-16-2-3p,hsa-miR-16-5p;gene::MIR16-1,DLEU2,DLEU2,DLEU2,DLEU2,DLEU2;miRNA::hsa-miR-16-5p,hsa-miR-16-1-3p	51743	26885	29308	18965	17979	13391	13978	17842	16996	13947
207	0	gene miRNA|gene::MIRLET7I;miRNA::hsa-let-7i-5p	17273	12702	13568	7945	6756	5068	3493	5592	4330	7776
208	0	repeat gene|repeat::snRNA;gene::RUVBL1;repeat::snRNA;gene::RUVBL1	4908	3459	1458	9393	2771	2655	632	1538	1809	2746
209	0	repeat gene|repeat::snRNA;gene::BTRC,BTRC,BTRC	693	3772	6846	625	382	223	268	128	242	476
210	0	repeat|repeat::snRNA	1680	2066	3495	2857	1092	856	318	830	708	1584
211	0	repeat gene|repeat::snRNA;gene::FCHO2,FCHO2	31	97	219	20	5	0	11	0	0	40
212	0	gene|gene::NR3C2,NR3C2,NR3C2,NR3C2	177	55	95	3	91	58	6	45	3	0
213	0	|	111	15	0	18	14	7	6	10	0	79
214	0	|	214	39	0	0	0	3	0	4	10	811
215	0	ncrna gene|ncrna::U46;gene::SNORD46,RPS8	55	177	273	38	9	0	0	0	8	51
216	0	repeat miRNA gene|repeat::DNA;miRNA::hsa-miR-652-3p,hsa-miR-652-5p;gene::MIR652,TMEM164,TMEM164,TMEM164,TMEM164,TMEM164	367	227	177	184	106	135	14	162	128	133
217	0	repeat gene|repeat::LINE;gene::POP1,POP1,POP1	329	137	128	125	95	195	128	158	254	58
218	0	gene miRNA|gene::MIR194-2,MIR194-2HG,MIR194-2HG,MIR194-2HG;miRNA::hsa-miR-194-5p,hsa-miR-194-3p	347	249	447	118	49	84	41	244	14	47
219	0	gene|gene::LOC642131,IGHV1OR15-3;gene::LOC642131,IGHV1OR15-3;gene::LOC642131,IGHV1OR15-3;gene::LOC642131,IGHV1OR15-3;gene::IGHV1OR15-1,LOC102724760	123	0	52	0	0	0	0	0	0	0
220	0	repeat gene|repeat::scRNA;gene::DIAPH2,DIAPH2;repeat::scRNA;gene::BCAS3,BCAS3,BCAS3,BCAS3,BCAS3,BCAS3,BCAS3,BCAS3	0	60	185	0	0	9	0	7	0	0
221	0	gene|gene::HIST1H2AI;gene::HIST1H2AJ	11	0	6	12	0	0	0	0	0	19
222	0	|	43	0	15	7	0	0	10	0	0	38
223	0	gene|gene::TUBA1C,TUBA1C,TUBA1C,TUBA1C,TUBA1C;gene::TUBA1B;gene::DISC1FP1;gene::TUBA1A,TUBA1A,TUBA1A	13	0	6	0	0	0	3	0	0	86
224	0	repeat gene|repeat::DNA;gene::ZC3HAV1	105	38	83	9	13	9	35	30	9	9
225	0	gene|gene::SCARNA28,TRRAP,TRRAP	75	109	202	26	10	8	31	7	7	73
226	0	repeat|repeat::LTR	58	12	15	34	3	7	11	11	3	9
227	0	repeat gene|repeat::LTR;gene::LINC02328	841	264	406	830	117	293	123	121	187	260
228	0	gene miRNA|gene::PTK2B,PTK2B,MIR6842,PTK2B,PTK2B;miRNA::hsa-miR-6842-5p,hsa-miR-6842-3p	569	208	164	275	146	303	45	232	157	241
229	0	gene miRNA|gene::MIR19B2;miRNA::hsa-miR-19b-3p;gene::MIR19B1,MIR17HG,MIR17HG;miRNA::hsa-miR-19b-1-5p,hsa-miR-19b-3p	2799	3585	2348	898	1075	565	889	662	841	1148
230	0	gene miRNA|gene::MIR17HG,MIR17HG,MIR19A;miRNA::hsa-miR-19a-5p,hsa-miR-19a-3p	368	505	232	75	147	61	107	76	162	234
231	0	ncrna gene|ncrna::U105B;gene::SNORD105B,PPAN,PPAN,PPAN,PPAN-P2RY11,PPAN-P2RY11,PPAN	143	214	280	36	47	25	11	37	15	65
232	0	ncrna gene|ncrna::U38B;gene::RPS8,SNORD38B	127	407	517	49	29	25	48	14	19	110
233	0	ncrna gene|ncrna::HBII-295;gene::SNORD90,RC3H2,RC3H2,RC3H2,RC3H2,RC3H2,RC3H2	131	82	89	15	34	7	11	25	14	48
234	0	ncrna gene|ncrna::U73a;gene::RPS3A,SNORD73A,RPS3A	86	155	194	20	14	7	31	4	3	61
235	0	gene|gene::RNU12	215	105	199	102	53	54	36	69	48	128
236	0	gene|gene::MALAT1,MALAT1,TALAM1,MALAT1	24	0	16	0	6	0	6	0	0	38
237	0	repeat miRNA gene|repeat::DNA;miRNA::hsa-miR-548e-3p,hsa-miR-548e-5p;gene::SHOC2,SHOC2,SHOC2,SHOC2,SHOC2	63	82	155	16	33	25	46	18	19	51
238	0	ncrna gene|ncrna::U25;gene::SNORD25,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1	3632	3408	2803	1341	590	783	795	874	732	1562
239	0	ncrna gene|ncrna::U71d;gene::SNORA71D,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17	210	147	266	64	14	27	26	22	20	47
240	0	ncrna gene|ncrna::HBII-316;gene::SNORD92,WDR43	1335	323	355	1018	199	310	375	160	200	1176
241	0	repeat gene|repeat::Simple_repeat;gene::LOC100507412,RNA45SN5,RNA45SN1,RNA45SN4,RNA45SN2,RNA45SN3;repeat::Simple_repeat;gene::LOC100507412,RNA45SN5,RNA45SN1,RNA45SN4,RNA45SN2,RNA45SN3;repeat::Simple_repeat;gene::MIR3648-1,MIR3648-2	16	59	9	3	0	0	0	0	0	27
242	0	gene|gene::CLASP1,CLASP1,CLASP1,RNU4ATAC,CLASP1	271	164	405	69	38	46	53	35	78	36
243	0	repeat gene|repeat::scRNA;repeat::scRNA;gene::KLHL22,KLHL22	4	49	175	0	0	0	0	0	0	0
244	0	ncrna gene|ncrna::HBII-296B;gene::SNORD91B,TSR1	75	94	96	19	12	6	10	0	0	89
245	0	ncrna gene|ncrna::HBII-296A;gene::SNORD91A,TSR1	169	176	127	27	20	14	27	9	18	129
246	0	ncrna gene|ncrna::U71b;gene::SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNORA71B,SNHG17	68	42	65	54	32	11	9	0	11	123
247	0	repeat|repeat::DNA	1859	633	1007	1025	468	476	311	838	222	512
248	0	ncrna gene|ncrna::U47;gene::SNORD47,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5	2861	2047	3466	894	661	198	661	235	242	1512
249	0	gene miRNA|gene::MIR185,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2,TANGO2;miRNA::hsa-miR-185-3p,hsa-miR-185-5p	101	153	171	39	20	19	26	17	27	73
250	0	repeat gene|repeat::Low_complexity;repeat::Low_complexity;gene::LOC100507412,RNA45SN5,RNA45SN1,RNA45SN4,RNA45SN2,RNA45SN3	259	36	79	91	16	31	33	7	10	338
251	0	ncrna gene|ncrna::mgh28S-2409;gene::SNORD5,TAF1D,TAF1D	898	1497	1886	169	129	79	174	116	82	224
252	0	gene|gene::LINC02465	152	0	0	0	3	177	0	161	0	0
253	0	|	450	0	0	24	5	3	0	0	8	16
254	0	gene|gene::ZMAT4,ZMAT4	2531	212	491	1056	62	197	96	257	156	126
255	0	|	11	47	104	6	6	3	0	0	0	0
256	0	gene|gene::SNORD136,GNL3,GNL3,GNL3	1485	184	392	608	141	73	560	71	123	210
257	0	gene|gene::SNORD135,TNPO2,TNPO2,TNPO2	782	150	388	270	62	116	96	117	65	223
258	0	tRNA repeat gene|tRNA::tRNA-Arg-CCT-2-1;repeat::tRNA;gene::KCTD2	1328	236	401	763	208	631	110	503	518	482
259	0	tRNA repeat gene|tRNA::tRNA-Arg-CCT-4-1;repeat::tRNA;gene::LUC7L2,FMC1,FMC1,FMC1	67	22	92	80	14	4	3	22	9	43
260	0	gene miRNA|gene::MIR27A;miRNA::hsa-miR-27a-5p,hsa-miR-27a-3p	4107	5325	5535	2758	3407	2893	409	2079	2338	2184
261	0	gene miRNA|gene::C9orf3,MIR27B,C9orf3;miRNA::hsa-miR-27b-5p,hsa-miR-27b-3p	12890	4478	5417	9750	6409	5499	3267	5402	4786	6444
262	0	gene miRNA|gene::MIR23A;miRNA::hsa-miR-23a-5p,hsa-miR-23a-3p	1278	2011	2688	917	905	1416	293	816	676	750
263	0	gene miRNA|gene::MIR23B,C9orf3,C9orf3;miRNA::hsa-miR-23b-3p	142	355	486	203	101	140	73	86	77	79
264	0	|	185	0	79	0	31	25	37	34	0	42
265	0	ncrna gene|ncrna::U89;gene::SCARNA12,PHB2,PHB2	189	43	70	30	24	4	27	15	11	136
266	0	gene|gene::SAFB2	280	0	5	0	0	0	0	0	0	0
267	0	ncrna gene|ncrna::U27;gene::SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNHG1,SNORD27,SNHG1	848	834	1038	484	334	340	192	286	338	281
268	0	gene miRNA|gene::MIR29B1;miRNA::hsa-miR-29b-1-5p,hsa-miR-29b-3p	284	605	238	98	81	40	20	76	72	138
269	0	gene miRNA|gene::MIR29C,MIR29B2CHG,MIR29B2CHG;miRNA::hsa-miR-29c-5p,hsa-miR-29c-3p	439	1680	952	126	180	100	35	139	134	239
270	0	gene miRNA|gene::MIR29A;miRNA::hsa-miR-29a-5p,hsa-miR-29a-3p	11365	9465	7835	5075	3423	2451	1230	3123	3109	2416
271	0	gene|gene::CCSER1	41	0	61	25	3	0	6	0	0	85
272	0	gene|gene::TASP1,TASP1,TASP1,TASP1,TASP1,TASP1,TASP1,TASP1;gene::PPP5D1;gene::GAPDH,GAPDH,GAPDH,GAPDH,GAPDH,GAPDH;gene::GAPDH,GAPDH,GAPDH,GAPDH,GAPDH,GAPDH	55	3	37	23	0	0	3	3	0	134
273	0	gene miRNA|gene::MIR424;miRNA::hsa-miR-424-5p,hsa-miR-424-3p	489	132	217	61	46	37	0	49	35	30
274	0	gene|gene::SCARNA9L,EIF1AX	85	75	60	83	43	32	59	22	21	26
275	0	repeat gene|repeat::Simple_repeat;gene::SPATA5L1,SPATA5L1,SPATA5L1,SPATA5L1,SPATA5L1,SPATA5L1	0	721	416	0	0	0	0	0	0	0
276	0	gene|gene::SNORD19C,GNL3,GNL3,GNL3	2946	680	1047	1364	269	180	863	116	171	595
277	0	tRNA repeat|tRNA::tRNA-Arg-TCT-3-2;repeat::tRNA;tRNA::tRNA-Arg-TCT-3-1;repeat::tRNA;tRNA::tRNA-Arg-TCT-2-1;repeat::tRNA;gene::HES7,HES7	43	7	24	9	17	0	0	3	6	33
278	0	tRNA repeat|tRNA::tRNA-Arg-TCT-1-1;repeat::tRNA	65	58	79	41	26	17	3	23	21	69
279	0	ncrna gene|ncrna::ACA43;gene::SNHG7,SNHG7,SNHG7,SNORA17B	264	32	78	56	27	13	43	0	4	255
280	0	|	124	19	10	7	9	7	7	19	18	17
281	0	repeat|repeat::tRNA;repeat::tRNA;repeat::tRNA;repeat::tRNA;repeat::tRNA;repeat::tRNA;repeat::tRNA	17	4	13	21	3	7	0	7	0	8
282	0	tRNA repeat|tRNA::tRNA-Cys-GCA-2-3;repeat::tRNA	39	14	31	53	8	25	6	36	36	15
283	0	tRNA repeat|repeat::tRNA;tRNA::tRNA-Ala-CGC-2-1;repeat::tRNA	270	408	374	238	168	117	46	210	106	86
284	0	tRNA repeat gene|tRNA::tRNA-Ala-AGC-3-1;repeat::tRNA;gene::ZBED9;tRNA::tRNA-Ala-AGC-3-1;repeat::tRNA;gene::ZBED9	4423	3538	12442	3584	840	1158	134	1995	1030	2428
285	0	repeat|repeat::tRNA;repeat::tRNA;repeat::tRNA;tRNA::tRNA-Ala-AGC-1-1;repeat::tRNA;tRNA::tRNA-Ala-AGC-1-1;repeat::tRNA;tRNA::tRNA-Ala-AGC-1-1;repeat::tRNA;tRNA::tRNA-Ala-AGC-1-1;repeat::tRNA;tRNA::tRNA-Ala-AGC-1-1;repeat::tRNA	74	33	39	85	32	29	0	41	21	12
286	0	tRNA repeat|tRNA::tRNA-Ala-TGC-3-2;repeat::tRNA	27	5	13	33	11	11	0	5	13	6
287	0	tRNA repeat|tRNA::tRNA-Cys-GCA-2-4;repeat::tRNA	710	241	323	700	137	298	82	256	409	139
288	0	tRNA repeat|tRNA::tRNA-Ala-TGC-4-1;repeat::tRNA	905	292	628	652	264	498	308	328	314	200
289	0	ncrna gene|ncrna::SNORD119;gene::SNRPB,SNORD119,SNRPB	596	226	386	258	132	82	229	63	71	191
290	0	gene|gene::NSMAF,NSMAF	661	283	102	269	397	359	254	295	768	192
291	0	gene|gene::AMBRA1,AMBRA1,AMBRA1,AMBRA1	16	0	0	6	0	0	3	0	0	15
292	0	repeat miRNA gene|repeat::SINE;miRNA::hsa-miR-342-3p,hsa-miR-342-5p;gene::MIR342,EVL,EVL	3968	7982	9371	2544	1472	2306	1283	3439	2517	1284
293	0	repeat miRNA gene|repeat::SINE;gene::ZNF860;repeat::SINE,SINE;miRNA::hsa-miR-378a-3p,hsa-miR-378a-5p;gene::MIR378A,PPARGC1B,PPARGC1B	22464	17724	18703	12862	9232	8473	5811	6355	9951	7122
294	0	repeat gene|repeat::SINE;gene::TEX2,TEX2	183	0	3	165	6	0	92	0	118	0
295	0	|	31	0	17	10	0	0	0	0	0	73
296	0	repeat|repeat::LINE	863	2752	5732	737	570	355	231	93	298	421
297	0	repeat gene|repeat::DNA;gene::MIR646HG	787	197	512	158	46	31	28	34	40	140
298	0	gene miRNA|gene::MIR222;miRNA::hsa-miR-222-5p,hsa-miR-222-3p	1775	2082	3762	1040	293	613	1494	757	189	412
299	0	ncrna gene|ncrna::HBII-382,mgU2-25/61;gene::SCARNA2	91	22	19	22	10	11	4	16	13	117
300	0	gene|gene::RPL28,RPL28,RPL28,RPL28,RPL28	28	0	3	6	0	0	3	0	0	22
301	0	ncrna gene|ncrna::U61;gene::RBMX,RBMX,RBMX,SNORD61,RBMX	152	269	251	48	31	14	24	27	11	101
302	0	gene miRNA|gene::SKA2,SKA2,SKA2,MIR454;miRNA::hsa-miR-454-5p,hsa-miR-454-3p	935	735	971	210	267	185	339	299	300	409
303	0	gene miRNA|gene::MIRLET7G,WDR82;miRNA::hsa-let-7g-5p	24779	27554	23873	10900	9231	10218	4366	10745	10864	7790
304	0	ncrna gene|ncrna::U70;gene::RPL10,RPL10,RPL10,RPL10,RPL10,SNORA70,RPL10;ncrna::U70B;gene::USP34,SNORA70B;ncrna::U70B;gene::USP34,SNORA70B;ncrna::U70B;gene::USP34,SNORA70B;ncrna::U70B;gene::USP34,SNORA70B;ncrna::U70B;gene::USP34,SNORA70B	132	122	151	39	28	16	7	29	24	12
305	0	gene miRNA|gene::CHPF2,CHPF2,MIR671;miRNA::hsa-miR-671-5p,hsa-miR-671-3p	611	225	328	317	133	128	90	200	148	238
306	0	gene|gene::ACTB	127	0	62	58	4	3	31	0	0	527
307	0	ncrna gene|ncrna::mgU6-53;gene::SNORD8,CHD8,CHD8	29	48	97	0	0	4	0	4	0	3
308	0	ncrna gene|ncrna::ACA45;gene::SNHG21,SNHG21,SNHG21,SCARNA15,FSD2,FSD2,FSD2	1328	1091	838	320	407	308	156	374	381	460
309	0	gene miRNA|gene::ATP11C,MIR505,ATP11C,ATP11C;miRNA::hsa-miR-505-5p,hsa-miR-505-3p	55	169	370	18	19	31	34	27	23	16
310	0	ncrna gene|ncrna::U15A;gene::SNORD15A,RPS3,RPS3,RPS3,RPS3	85	47	47	40	12	15	16	38	25	52
311	0	repeat|repeat::rRNA	8	0	25	285	0	0	0	0	9	35
312	0	ncrna gene|ncrna::U18A;gene::SNORD18A,RPL4	1166	135	598	0	136	134	325	138	101	606
313	0	ncrna gene|ncrna::U18C;gene::SNORD18C,RPL4	454	169	203	70	59	46	123	18	39	127
314	0	ncrna gene|ncrna::U18B;gene::RPL4,SNORD18B	2588	1190	1118	803	385	275	717	303	326	550
315	0	repeat|repeat::SINE,LTR;repeat::LTR,SINE;repeat::SINE,LTR	19	0	12	19	0	3	3	0	6	0
316	0	repeat miRNA gene|repeat::LINE,LINE;miRNA::hsa-miR-582-3p,hsa-miR-582-5p;gene::PDE4D,PDE4D,PDE4D,PDE4D,PDE4D	41	124	8	0	21	37	9	3	64	89
317	0	repeat|repeat::snRNA;repeat::snRNA;repeat::snRNA;repeat::snRNA;repeat::snRNA;repeat::snRNA;repeat::snRNA	6569	3993	8339	1884	1311	1095	220	549	606	5367
318	0	tRNA repeat|tRNA::tRNA-Tyr-GTA-2-1;repeat::tRNA	1108	242	359	366	254	157	96	507	249	325
319	0	tRNA repeat|tRNA::tRNA-Tyr-GTA-5-3;repeat::tRNA	4	79	52	10	8	5	8	0	3	6
320	0	tRNA repeat|tRNA::tRNA-Tyr-GTA-8-1;repeat::tRNA	37	24	6	31	28	31	3	45	3	34
321	0	repeat miRNA gene|repeat::SINE;miRNA::hsa-miR-1304-5p,hsa-miR-1304-3p;gene::MIR1304,TAF1D,TAF1D	21	6	9	6	0	0	203	0	3	0
322	0	repeat gene|repeat::SINE;gene::MYO3A;repeat::SINE;gene::MYO3A	85	26	48	15	9	10	3	7	9	20
323	0	repeat|repeat::SINE	59	7	23	30	9	0	3	0	0	122
324	0	|	52	0	14	11	0	0	17	0	0	114
325	0	ncrna gene|ncrna::U71a;gene::SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNORA71A,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17,SNHG17	33	20	12	16	7	0	3	0	0	32
326	0	gene|gene::HPS4,HPS4,HPS4,HPS4,HPS4,HPS4,HPS4,HPS4,HPS4,HPS4,HPS4,HPS4,HPS4,HPS4,HPS4,HPS4,HPS4,HPS4,HPS4	119	24	97	70	9	0	79	7	3	9
327	0	gene|gene::CTSH,CTSH	22	19	7	28	3	14	0	8	3	11
328	0	ncrna gene|ncrna::HBII-289;gene::SNORD89	268	219	351	204	31	36	13	42	32	58
329	0	ncrna repeat gene|ncrna::U14A;repeat::snRNA;gene::RPS13	50	39	51	7	10	9	30	3	3	87
330	0	|	450	0	441	23	0	75	38	45	0	11
331	0	repeat gene|repeat::snRNA;gene::HSPA8,HSPA8	1686	627	1489	512	361	169	768	109	133	1420
332	0	repeat gene|repeat::snRNA;gene::HSPA8,HSPA8	1440	40	2870	147	3	323	359	209	12	148
333	0	repeat gene|repeat::snRNA;gene::HSPA8,HSPA8	5802	1108	6610	698	163	632	1198	405	71	1864
334	0	|	50	0	0	0	0	0	0	0	0	18
335	0	gene|gene::DNMBP,DNMBP,DNMBP-AS1	502	422	104	161	611	179	96	131	762	314
336	0	repeat gene|repeat::scRNA;gene::PARD3,PARD3,PARD3,PARD3,PARD3,PARD3,PARD3,PARD3	339	172	441	260	82	81	62	104	128	96
337	0	gene|gene::SNORD48,C6orf48,C6orf48,C6orf48,C6orf48,C6orf48,C6orf48,C6orf48,C6orf48,C6orf48;gene::C6orf48,C6orf48,C6orf48,C6orf48,C6orf48,C6orf48,SNORD48,C6orf48,C6orf48,C6orf48;gene::C6orf48,C6orf48,C6orf48,C6orf48,C6orf48,C6orf48,SNORD48,C6orf48,C6orf48,C6orf48;gene::C6orf48,C6orf48,C6orf48,C6orf48,C6orf48,C6orf48,SNORD48,C6orf48,C6orf48,C6orf48	2999	1285	2087	1267	772	510	864	441	689	1302
338	0	gene miRNA|gene::MIR140,WWP2,WWP2,WWP2,WWP2;miRNA::hsa-miR-140-5p,hsa-miR-140-3p	3863	3148	3885	1570	848	943	608	1096	1031	1024
339	0	|	64	6	16	34	0	0	16	3	0	123
340	0	gene miRNA|gene::MIR141,MIR200CHG;miRNA::hsa-miR-141-5p,hsa-miR-141-3p	279	126	81	113	88	102	30	202	141	111
341	0	|	41	0	7	3	0	0	0	0	0	160
342	0	gene|gene::SNORD117,DDX39B,DDX39B,ATP6V1G2-DDX39B,DDX39B;gene::DDX39B,ATP6V1G2-DDX39B,DDX39B,SNORD117,DDX39B;gene::SNORD117,DDX39B,DDX39B,ATP6V1G2-DDX39B,DDX39B;gene::SNORD117,DDX39B,DDX39B,ATP6V1G2-DDX39B,DDX39B;gene::DDX39B,ATP6V1G2-DDX39B,DDX39B,SNORD117,DDX39B;ncrna::U83;gene::SNORD117,DDX39B,DDX39B,ATP6V1G2-DDX39B,DDX39B;ncrna::U83;gene::SNORD117,DDX39B,DDX39B,ATP6V1G2-DDX39B,DDX39B;ncrna::U83;gene::ATP6V1G2-DDX39B,DDX39B,SNORD117,DDX39B,DDX39B;ncrna::U83	56	129	242	18	7	3	3	3	11	42
343	0	ncrna gene|ncrna::mgU2-19/30;gene::SCARNA9,CEP295	20	13	64	17	0	3	7	3	0	22
344	0	ncrna gene|ncrna::U32A;gene::SNORD32A,RPL13A,RPL13A,RPL13A,RPL13AP5	1768	1391	2176	569	212	146	123	127	133	1416
345	0	|	29	22	6	17	0	7	7	5	8	29
346	0	tRNA repeat|tRNA::tRNA-Val-CAC-1-6;repeat::tRNA;tRNA::tRNA-Val-CAC-1-4;repeat::tRNA;tRNA::tRNA-Val-CAC-1-5;repeat::tRNA	6584	2125	4877	1789	1451	1125	751	2000	1589	3030
347	0	tRNA repeat|tRNA::tRNA-Val-TAC-2-1;repeat::tRNA	106	43	18	53	54	8	0	33	13	30
348	0	tRNA repeat|tRNA::tRNA-Val-AAC-2-1;repeat::SINE,tRNA	408	147	164	108	70	72	83	37	58	91
349	0	tRNA repeat|tRNA::tRNA-Val-TAC-1-2;repeat::tRNA	232	174	230	58	37	21	34	34	40	117
350	0	tRNA repeat|tRNA::tRNA-Val-TAC-3-1;repeat::tRNA	210	171	273	52	72	57	0	43	145	102
351	0	repeat gene|repeat::tRNA;gene::LOC101927043,LOC101927043	206	15	100	45	32	30	26	29	23	32
352	0	tRNA repeat|tRNA::tRNA-Val-CAC-3-1;repeat::tRNA	29	16	13	21	15	6	0	11	0	24
353	0	|	486	272	291	318	474	160	13	434	159	113
354	0	gene|gene::SNORA101B,RALGAPA1,RALGAPA1,RALGAPA1,RALGAPA1P1,RALGAPA1,RALGAPA1,RALGAPA1,RALGAPA1,RALGAPA1,RALGAPA1,RALGAPA1,RALGAPA1	32	16	56	14	0	0	3	0	0	12
355	0	gene|gene::HIST2H2BF,HIST2H2BF;gene::HIST2H3PS2	17	0	29	13	4	19	16	19	11	14
356	0	gene|gene::HIST1H2BB	40	3	30	3	0	0	20	0	0	18
357	0	gene|gene::HIST1H2AM	13	0	18	3	0	3	0	0	0	6
358	0	gene|gene::HIST2H2AA3,HIST2H2AA4;gene::HIST2H2AA3,HIST2H2AA4	235	0	167	49	0	5	84	17	17	133
359	0	gene|gene::RPL3,RPL3	25	0	7	6	0	0	0	0	0	29
